Episode,AvgReward,P1_WinRate,P1_Annihil,P1_Attrit,P2_Annihil,P2_Attrit,DrawRate,AvgSteps,Timestamp
64500,-189.93,0.27,0.08,0.19,0.27,0.30,0.16,1032.8,2025-12-02T13:51:34.982271
64600,-117.99,0.36,0.16,0.20,0.27,0.20,0.17,989.1,2025-12-02T13:57:22.498882
64700,-206.10,0.29,0.09,0.20,0.24,0.32,0.15,1061.1,2025-12-02T14:00:44.242974
64800,-216.24,0.33,0.13,0.20,0.19,0.35,0.13,1070.1,2025-12-02T14:04:04.423242
64900,-142.99,0.35,0.16,0.19,0.24,0.26,0.15,1009.0,2025-12-02T14:07:15.309268
65000,-234.55,0.35,0.14,0.21,0.15,0.37,0.13,1080.2,2025-12-02T14:10:38.504024
65100,-236.13,0.34,0.08,0.26,0.22,0.22,0.22,1049.6,2025-12-02T14:15:37.856556
65200,-199.58,0.26,0.09,0.17,0.25,0.34,0.15,1046.8,2025-12-02T14:18:55.279485
65300,-230.56,0.29,0.08,0.21,0.21,0.32,0.18,1066.1,2025-12-02T14:22:15.299073
65400,-179.78,0.37,0.11,0.26,0.23,0.26,0.14,1031.4,2025-12-02T14:25:29.133698
65500,-222.96,0.36,0.11,0.25,0.19,0.31,0.14,1058.1,2025-12-02T14:28:49.049056
65600,-179.59,0.26,0.09,0.17,0.26,0.36,0.12,1047.1,2025-12-02T14:34:47.230292
65700,-144.55,0.26,0.11,0.15,0.26,0.32,0.16,1006.1,2025-12-02T14:37:57.983548
65800,-90.31,0.28,0.18,0.10,0.25,0.31,0.16,973.2,2025-12-02T14:41:03.548990
65900,-102.20,0.29,0.13,0.16,0.28,0.29,0.14,986.9,2025-12-02T14:44:10.678389
66000,-166.99,0.31,0.13,0.18,0.22,0.32,0.15,1026.4,2025-12-02T14:47:25.218092
66100,-231.76,0.29,0.11,0.18,0.17,0.40,0.14,1079.8,2025-12-02T14:53:29.633485
66200,-136.39,0.33,0.14,0.19,0.25,0.16,0.26,981.4,2025-12-02T14:56:37.052069
66300,-76.54,0.33,0.18,0.15,0.29,0.21,0.17,995.2,2025-12-02T14:59:46.462581
66400,-165.29,0.40,0.20,0.20,0.15,0.31,0.14,1046.3,2025-12-02T15:03:05.725745
66500,-141.51,0.34,0.21,0.13,0.19,0.27,0.20,1017.4,2025-12-02T15:06:18.230356
66600,-166.90,0.30,0.08,0.22,0.27,0.30,0.13,1021.6,2025-12-02T15:12:10.902727
66700,-201.92,0.31,0.09,0.22,0.24,0.30,0.15,1045.8,2025-12-02T15:15:28.465233
66800,-195.01,0.28,0.07,0.21,0.25,0.33,0.14,1039.6,2025-12-02T15:18:43.500807
66900,-270.83,0.27,0.04,0.23,0.20,0.38,0.15,1075.3,2025-12-02T15:22:04.640324
67000,-253.50,0.22,0.04,0.18,0.23,0.35,0.20,1066.8,2025-12-02T15:25:24.012853
67100,-120.44,0.28,0.09,0.19,0.31,0.34,0.07,1020.2,2025-12-02T15:31:16.078320
67200,-147.62,0.35,0.20,0.15,0.17,0.35,0.13,1021.7,2025-12-02T15:34:28.955960
67300,-119.41,0.34,0.20,0.14,0.22,0.35,0.09,1018.8,2025-12-02T15:37:41.212836
67400,-214.03,0.34,0.12,0.22,0.19,0.29,0.18,1056.6,2025-12-02T15:41:01.713149
67500,-177.52,0.36,0.14,0.22,0.18,0.34,0.12,1026.6,2025-12-02T15:44:18.959224
67600,-162.50,0.43,0.22,0.21,0.14,0.28,0.15,1034.6,2025-12-02T15:50:16.957055
67700,-171.53,0.33,0.13,0.20,0.21,0.34,0.12,1039.6,2025-12-02T15:53:35.737905
67800,-174.80,0.34,0.09,0.25,0.23,0.31,0.12,1033.7,2025-12-02T15:56:52.196382
67900,-164.32,0.30,0.13,0.17,0.23,0.31,0.16,1039.2,2025-12-02T16:00:10.146947
68000,-124.77,0.24,0.14,0.10,0.27,0.30,0.19,1015.3,2025-12-02T16:03:23.101377
68100,-175.15,0.31,0.13,0.18,0.21,0.32,0.16,1020.9,2025-12-02T16:09:14.846881
68200,-270.28,0.30,0.09,0.21,0.14,0.43,0.13,1089.0,2025-12-02T16:12:40.015597
68300,-155.06,0.33,0.17,0.16,0.20,0.36,0.11,1040.3,2025-12-02T16:15:56.766084
68400,-183.18,0.40,0.17,0.23,0.17,0.29,0.14,1037.9,2025-12-02T16:19:12.856733
68500,-131.96,0.28,0.10,0.18,0.30,0.27,0.15,991.5,2025-12-02T16:22:21.546181
68600,-98.86,0.33,0.14,0.19,0.28,0.28,0.11,975.0,2025-12-02T16:27:27.609214
68700,-169.49,0.33,0.15,0.18,0.21,0.28,0.18,1020.8,2025-12-02T16:30:39.346981
68800,-141.67,0.27,0.13,0.14,0.25,0.32,0.16,1013.6,2025-12-02T16:33:51.671541
68900,-207.68,0.36,0.12,0.24,0.18,0.39,0.07,1069.6,2025-12-02T16:37:14.384578
69000,-259.81,0.28,0.11,0.17,0.14,0.39,0.19,1074.5,2025-12-02T16:40:39.184080
69100,-171.55,0.32,0.08,0.24,0.26,0.29,0.13,1022.9,2025-12-02T16:46:23.038343
69200,-109.10,0.23,0.11,0.12,0.32,0.27,0.18,987.4,2025-12-02T16:49:29.280005
69300,-110.89,0.30,0.10,0.20,0.32,0.26,0.12,994.9,2025-12-02T16:52:38.358853
69400,-169.55,0.30,0.07,0.23,0.28,0.25,0.17,1026.2,2025-12-02T16:55:52.439608
69500,-131.96,0.39,0.16,0.23,0.24,0.19,0.18,1014.3,2025-12-02T16:59:03.053988
69600,-80.86,0.35,0.12,0.23,0.30,0.27,0.08,987.2,2025-12-02T17:04:49.040340
69700,-36.76,0.31,0.13,0.18,0.37,0.21,0.11,956.1,2025-12-02T17:07:48.755200
69800,-146.57,0.34,0.14,0.20,0.24,0.28,0.14,1015.4,2025-12-02T17:10:58.970233
69900,-136.22,0.43,0.17,0.26,0.22,0.26,0.09,1016.4,2025-12-02T17:14:08.481315
70000,-80.58,0.46,0.22,0.24,0.23,0.24,0.07,998.1,2025-12-02T17:17:15.938594
70100,-77.32,0.40,0.14,0.26,0.29,0.24,0.07,977.1,2025-12-02T17:21:57.779473
70200,-170.32,0.28,0.09,0.19,0.24,0.37,0.11,1013.8,2025-12-02T17:25:08.946037
70300,-176.54,0.31,0.12,0.19,0.21,0.35,0.13,1028.0,2025-12-02T17:28:24.095743
70400,-142.52,0.37,0.17,0.20,0.20,0.29,0.14,1013.1,2025-12-02T17:31:36.065917
70500,-109.50,0.23,0.14,0.09,0.30,0.30,0.17,1008.9,2025-12-02T17:34:48.150691
70600,-179.94,0.30,0.14,0.16,0.21,0.35,0.14,1043.2,2025-12-02T17:40:45.220888
70700,-189.33,0.32,0.10,0.22,0.22,0.33,0.13,1036.1,2025-12-02T17:44:00.752613
70800,-259.19,0.34,0.10,0.24,0.15,0.37,0.14,1090.9,2025-12-02T17:47:25.914954
70900,-184.80,0.40,0.12,0.28,0.22,0.25,0.13,1039.1,2025-12-02T17:50:41.932346
71000,-135.20,0.37,0.18,0.19,0.20,0.28,0.15,997.1,2025-12-02T17:53:50.759249
71100,-192.69,0.29,0.05,0.24,0.28,0.30,0.13,1044.1,2025-12-02T17:58:18.176231
71200,-185.65,0.28,0.04,0.24,0.30,0.28,0.14,1041.2,2025-12-02T18:01:33.910110
71300,-211.73,0.32,0.04,0.28,0.24,0.33,0.11,1048.6,2025-12-02T18:04:49.714000
71400,-211.43,0.27,0.09,0.18,0.23,0.36,0.14,1051.1,2025-12-02T18:08:06.346968
71500,-208.17,0.31,0.05,0.26,0.25,0.27,0.17,1036.3,2025-12-02T18:11:21.089921
71600,-129.28,0.35,0.14,0.21,0.27,0.21,0.17,1017.3,2025-12-02T18:17:11.748667
71700,-135.00,0.37,0.10,0.27,0.28,0.24,0.11,1012.5,2025-12-02T18:20:22.665566
71800,-147.42,0.37,0.14,0.23,0.25,0.22,0.16,1033.0,2025-12-02T18:23:35.293310
71900,-121.55,0.34,0.14,0.20,0.26,0.24,0.16,996.5,2025-12-02T18:26:43.990260
72000,-152.81,0.29,0.09,0.20,0.26,0.30,0.15,1013.7,2025-12-02T18:29:55.720189
72100,-94.90,0.27,0.16,0.11,0.27,0.27,0.19,986.1,2025-12-02T18:35:42.413557
72200,-59.65,0.41,0.16,0.25,0.33,0.14,0.12,998.4,2025-12-02T18:38:50.712512
72300,-49.84,0.36,0.18,0.18,0.30,0.20,0.14,967.7,2025-12-02T18:41:53.922909
72400,-126.70,0.39,0.21,0.18,0.18,0.31,0.12,1019.2,2025-12-02T18:45:05.398266
72500,-95.76,0.43,0.20,0.23,0.22,0.20,0.15,986.7,2025-12-02T18:48:13.656797
72600,-123.20,0.27,0.09,0.18,0.31,0.36,0.06,1025.8,2025-12-02T18:54:08.077220
72700,-212.65,0.30,0.07,0.23,0.22,0.36,0.12,1054.8,2025-12-02T18:57:25.907994
72800,-55.82,0.31,0.12,0.19,0.36,0.24,0.09,985.2,2025-12-02T19:00:33.045992
72900,-126.55,0.33,0.14,0.19,0.27,0.24,0.16,1018.0,2025-12-02T19:03:45.244402
73000,-71.15,0.40,0.19,0.21,0.28,0.19,0.13,983.6,2025-12-02T19:06:50.375190
73100,-194.63,0.19,0.04,0.15,0.26,0.46,0.09,1044.2,2025-12-02T19:12:47.613100
73200,-154.38,0.16,0.07,0.09,0.27,0.44,0.13,1010.1,2025-12-02T19:15:56.706678
73300,-105.85,0.22,0.11,0.11,0.32,0.29,0.17,999.7,2025-12-02T19:19:04.208870
73400,-185.20,0.25,0.12,0.13,0.23,0.31,0.21,1050.8,2025-12-02T19:22:20.201818
73500,-120.32,0.28,0.07,0.21,0.29,0.33,0.10,986.0,2025-12-02T19:25:25.248083
73600,-177.87,0.23,0.10,0.13,0.25,0.30,0.22,1046.7,2025-12-02T19:31:21.744040
73600,4726.31,0.40,0.22,0.18,0.29,0.15,0.16,920.7,2025-12-02T19:37:00.016681
73600,299.43,0.34,0.16,0.18,0.31,0.20,0.15,871.2,2025-12-02T19:42:39.067633
73700,291.75,0.37,0.24,0.13,0.25,0.19,0.19,880.7,2025-12-02T19:45:25.078460
73800,442.59,0.40,0.23,0.17,0.35,0.15,0.10,830.6,2025-12-02T19:48:02.314159
73900,246.46,0.46,0.20,0.26,0.25,0.14,0.15,900.4,2025-12-02T19:50:52.370436
74000,246.01,0.36,0.18,0.18,0.28,0.14,0.22,890.6,2025-12-02T19:53:39.263634
74100,345.13,0.38,0.23,0.15,0.29,0.19,0.14,869.1,2025-12-02T19:58:11.064508
74200,220.97,0.46,0.19,0.27,0.26,0.11,0.17,899.8,2025-12-02T20:01:04.593100
74300,281.33,0.39,0.15,0.24,0.33,0.15,0.13,885.1,2025-12-02T20:03:58.092248
74400,350.24,0.40,0.22,0.18,0.31,0.16,0.13,846.4,2025-12-02T20:06:43.448205
74500,330.64,0.33,0.17,0.16,0.34,0.14,0.19,852.2,2025-12-02T20:09:26.994524
74600,286.58,0.40,0.20,0.20,0.28,0.16,0.16,871.7,2025-12-02T20:14:43.039676
74700,445.27,0.39,0.24,0.15,0.36,0.11,0.14,838.3,2025-12-02T20:17:22.099895
74800,208.99,0.40,0.21,0.19,0.22,0.20,0.18,903.5,2025-12-02T20:20:14.165697
74900,238.08,0.44,0.22,0.22,0.21,0.16,0.19,876.9,2025-12-02T20:23:02.566159
75000,224.22,0.39,0.21,0.18,0.22,0.22,0.17,895.0,2025-12-02T20:25:54.953898
75100,350.81,0.42,0.24,0.18,0.28,0.15,0.15,842.7,2025-12-02T20:31:07.873094
75200,319.05,0.45,0.24,0.21,0.25,0.18,0.12,859.8,2025-12-02T20:33:52.056922
75300,323.72,0.36,0.21,0.15,0.29,0.16,0.19,848.2,2025-12-02T20:36:34.297692
75400,247.31,0.39,0.17,0.22,0.28,0.17,0.16,898.4,2025-12-02T20:39:27.106790
75500,300.39,0.45,0.25,0.20,0.25,0.13,0.17,885.9,2025-12-02T20:42:15.185984
75600,209.45,0.39,0.19,0.20,0.24,0.17,0.20,888.3,2025-12-02T20:47:35.609813
75700,264.32,0.37,0.19,0.18,0.29,0.21,0.13,906.8,2025-12-02T20:50:30.155397
75800,225.70,0.52,0.18,0.34,0.27,0.10,0.11,931.2,2025-12-02T20:53:28.170218
75900,410.59,0.44,0.24,0.20,0.32,0.12,0.12,838.3,2025-12-02T20:56:09.374747
76000,304.48,0.42,0.24,0.18,0.26,0.17,0.15,884.1,2025-12-02T20:58:57.709290
76100,247.74,0.45,0.25,0.20,0.20,0.14,0.21,864.9,2025-12-02T21:04:11.864213
76200,340.52,0.42,0.23,0.19,0.29,0.12,0.17,852.9,2025-12-02T21:06:54.082860
76300,216.67,0.42,0.18,0.24,0.26,0.09,0.23,889.5,2025-12-02T21:09:43.653240
76400,189.72,0.43,0.16,0.27,0.25,0.21,0.11,914.4,2025-12-02T21:12:38.548967
76500,290.47,0.45,0.21,0.24,0.28,0.17,0.10,892.5,2025-12-02T21:15:26.774608
76600,285.37,0.41,0.20,0.21,0.29,0.14,0.16,880.5,2025-12-02T21:19:59.833224
76700,225.62,0.36,0.13,0.23,0.31,0.13,0.20,886.0,2025-12-02T21:22:50.473608
76800,246.37,0.40,0.16,0.24,0.30,0.14,0.16,890.9,2025-12-02T21:25:38.443248
76900,134.52,0.34,0.11,0.23,0.27,0.19,0.20,924.1,2025-12-02T21:28:34.203258
77000,145.48,0.33,0.08,0.25,0.30,0.17,0.20,908.5,2025-12-02T21:31:25.747239
77100,260.11,0.53,0.27,0.26,0.21,0.09,0.17,908.2,2025-12-02T21:36:46.334258
77200,328.12,0.46,0.27,0.19,0.25,0.11,0.18,878.6,2025-12-02T21:39:33.534813
77300,313.32,0.39,0.22,0.17,0.28,0.15,0.18,866.9,2025-12-02T21:42:17.924483
77400,360.15,0.40,0.22,0.18,0.33,0.08,0.19,851.7,2025-12-02T21:44:59.356156
77500,231.54,0.50,0.22,0.28,0.23,0.16,0.11,921.4,2025-12-02T21:47:53.278675
77600,181.25,0.40,0.19,0.21,0.21,0.15,0.24,900.0,2025-12-02T21:52:24.737956
77700,293.07,0.34,0.18,0.16,0.30,0.19,0.17,881.3,2025-12-02T21:55:10.967197
77800,304.30,0.39,0.25,0.14,0.24,0.14,0.23,872.7,2025-12-02T21:57:56.791915
77900,282.90,0.47,0.28,0.19,0.19,0.19,0.15,878.2,2025-12-02T22:00:44.734093
78000,361.77,0.41,0.27,0.14,0.27,0.14,0.18,857.1,2025-12-02T22:03:26.535437
78100,370.85,0.55,0.31,0.24,0.23,0.13,0.09,861.2,2025-12-02T22:07:59.165374
78200,387.80,0.59,0.37,0.22,0.19,0.05,0.17,838.6,2025-12-02T22:10:38.721189
78300,157.58,0.55,0.25,0.30,0.16,0.12,0.17,925.4,2025-12-02T22:13:35.228467
78400,242.94,0.57,0.30,0.27,0.17,0.06,0.20,904.4,2025-12-02T22:16:28.093203
78500,270.57,0.60,0.28,0.32,0.20,0.11,0.09,886.6,2025-12-02T22:19:18.343119
78600,71.70,0.45,0.19,0.26,0.15,0.23,0.17,957.4,2025-12-02T22:24:47.243396
78700,164.07,0.44,0.18,0.26,0.24,0.12,0.20,912.6,2025-12-02T22:27:39.159060
78800,17.87,0.49,0.13,0.36,0.18,0.17,0.16,989.3,2025-12-02T22:30:44.249305
78900,181.88,0.50,0.14,0.36,0.28,0.09,0.13,922.4,2025-12-02T22:33:39.699034
79000,125.85,0.46,0.15,0.31,0.23,0.15,0.16,949.9,2025-12-02T22:36:39.228030
79100,-14.46,0.32,0.04,0.28,0.23,0.29,0.16,965.6,2025-12-02T22:42:10.340193
79200,9.55,0.31,0.05,0.26,0.26,0.18,0.25,967.2,2025-12-02T22:45:12.881065
79300,-44.69,0.39,0.04,0.35,0.24,0.17,0.20,984.9,2025-12-02T22:48:19.119672
79400,91.74,0.28,0.06,0.22,0.31,0.26,0.15,946.9,2025-12-02T22:51:17.983195
79500,-47.41,0.37,0.04,0.33,0.23,0.16,0.24,970.1,2025-12-02T22:54:18.819916
79600,48.16,0.39,0.04,0.35,0.29,0.14,0.18,968.8,2025-12-02T22:59:51.370003
79700,-152.69,0.42,0.05,0.37,0.14,0.21,0.23,1031.6,2025-12-02T23:03:05.433443
79800,-70.51,0.41,0.04,0.37,0.19,0.28,0.12,1005.7,2025-12-02T23:06:12.919026
79900,-13.42,0.47,0.05,0.42,0.23,0.12,0.18,986.8,2025-12-02T23:09:17.381130
80000,197.76,0.35,0.07,0.28,0.36,0.19,0.10,906.9,2025-12-02T23:12:08.702181
80100,44.91,0.39,0.02,0.37,0.30,0.18,0.13,960.9,2025-12-02T23:17:37.866124
80200,-131.31,0.34,0.05,0.29,0.14,0.28,0.24,1002.3,2025-12-02T23:20:45.140285
80300,-62.51,0.43,0.02,0.41,0.24,0.12,0.21,984.4,2025-12-02T23:23:48.469291
80400,-110.65,0.35,0.03,0.32,0.19,0.23,0.23,992.2,2025-12-02T23:26:53.944643
80500,-153.81,0.36,0.03,0.33,0.17,0.21,0.26,1004.9,2025-12-02T23:30:01.267083
80600,-32.35,0.41,0.07,0.34,0.21,0.18,0.20,974.5,2025-12-02T23:34:42.917728
80700,43.84,0.42,0.05,0.37,0.27,0.19,0.12,956.1,2025-12-02T23:37:42.023615
80800,-135.42,0.34,0.01,0.33,0.19,0.24,0.23,1006.8,2025-12-02T23:40:50.138446
80900,21.02,0.34,0.07,0.27,0.27,0.18,0.21,994.8,2025-12-02T23:43:55.850665
81000,-21.41,0.35,0.02,0.33,0.25,0.21,0.19,966.5,2025-12-02T23:46:56.868097
81100,-28.11,0.42,0.05,0.37,0.22,0.20,0.16,977.8,2025-12-02T23:52:29.538255
81200,-95.58,0.40,0.05,0.35,0.18,0.25,0.17,1008.1,2025-12-02T23:55:36.972781
81300,67.73,0.37,0.11,0.26,0.23,0.25,0.15,956.3,2025-12-02T23:58:35.338664
81400,67.35,0.43,0.03,0.40,0.31,0.14,0.12,957.2,2025-12-03T00:01:34.645646
81500,52.41,0.42,0.06,0.36,0.26,0.19,0.13,953.9,2025-12-03T00:04:33.420556
81600,34.05,0.28,0.02,0.26,0.31,0.22,0.19,976.8,2025-12-03T00:10:07.243505
81700,19.20,0.32,0.03,0.29,0.29,0.19,0.20,956.6,2025-12-03T00:13:08.979231
81800,-68.45,0.35,0.03,0.32,0.23,0.20,0.22,981.5,2025-12-03T00:16:15.408672
81900,-225.34,0.40,0.00,0.40,0.15,0.20,0.25,1032.0,2025-12-03T00:19:29.445366
82000,-12.76,0.32,0.04,0.28,0.24,0.30,0.14,961.1,2025-12-03T00:22:31.351250
82100,-59.58,0.33,0.02,0.31,0.23,0.26,0.18,977.7,2025-12-03T00:27:31.165321
82200,-62.27,0.38,0.02,0.36,0.25,0.16,0.21,997.3,2025-12-03T00:30:38.208139
82300,-128.49,0.28,0.00,0.28,0.21,0.26,0.25,1000.2,2025-12-03T00:33:45.162956
82400,1.25,0.29,0.03,0.26,0.27,0.22,0.22,973.5,2025-12-03T00:36:47.450451
82500,-96.56,0.25,0.01,0.24,0.24,0.22,0.29,998.2,2025-12-03T00:39:53.577217
82600,8.24,0.27,0.02,0.25,0.28,0.28,0.17,973.2,2025-12-03T00:45:25.309168
82700,-23.30,0.31,0.02,0.29,0.26,0.24,0.19,985.2,2025-12-03T00:48:29.540183
82800,43.01,0.39,0.06,0.33,0.27,0.22,0.12,952.5,2025-12-03T00:51:27.956926
82900,22.01,0.28,0.01,0.27,0.30,0.23,0.19,961.4,2025-12-03T00:54:27.947651
83000,89.72,0.32,0.07,0.25,0.28,0.25,0.15,941.2,2025-12-03T00:57:23.520864
83100,72.34,0.31,0.06,0.25,0.29,0.15,0.25,932.4,2025-12-03T01:02:48.504502
83200,-30.27,0.33,0.01,0.32,0.27,0.22,0.18,986.3,2025-12-03T01:05:53.323563
83300,65.79,0.35,0.03,0.32,0.31,0.20,0.14,940.7,2025-12-03T01:08:49.900361
83400,7.60,0.42,0.07,0.35,0.23,0.14,0.21,954.8,2025-12-03T01:11:48.755784
83500,71.06,0.31,0.02,0.29,0.34,0.17,0.18,954.9,2025-12-03T01:14:47.200150
83600,7.42,0.43,0.06,0.37,0.23,0.20,0.14,965.4,2025-12-03T01:20:19.356440
83700,22.59,0.29,0.06,0.23,0.25,0.27,0.19,952.7,2025-12-03T01:23:17.887709
83800,-135.65,0.37,0.03,0.34,0.16,0.29,0.18,1017.9,2025-12-03T01:26:26.966178
83900,-123.09,0.34,0.01,0.33,0.20,0.24,0.22,1003.4,2025-12-03T01:29:33.468058
84000,-86.78,0.38,0.05,0.33,0.19,0.25,0.18,1018.8,2025-12-03T01:32:42.885497
84100,-71.27,0.31,0.01,0.30,0.24,0.24,0.21,1002.9,2025-12-03T01:38:19.556994
84200,131.38,0.29,0.04,0.25,0.35,0.22,0.14,931.4,2025-12-03T01:41:14.540479
84300,-19.50,0.35,0.01,0.34,0.27,0.18,0.20,968.3,2025-12-03T01:44:15.124292
84400,31.53,0.33,0.01,0.32,0.31,0.17,0.19,956.0,2025-12-03T01:47:13.820747
84500,9.21,0.30,0.02,0.28,0.30,0.15,0.25,978.9,2025-12-03T01:50:16.674833
84600,-65.33,0.39,0.04,0.35,0.20,0.24,0.17,990.0,2025-12-03T01:55:49.470550
84700,5.55,0.29,0.01,0.28,0.29,0.27,0.15,978.4,2025-12-03T01:58:52.254455
84800,-120.87,0.40,0.02,0.38,0.20,0.16,0.24,995.0,2025-12-03T02:01:57.884069
84900,-36.23,0.41,0.05,0.36,0.23,0.20,0.16,997.8,2025-12-03T02:05:03.358533
85000,64.97,0.35,0.04,0.31,0.31,0.21,0.13,972.8,2025-12-03T02:08:05.144586
85100,49.65,0.31,0.01,0.30,0.32,0.19,0.18,954.8,2025-12-03T02:13:32.883996
85200,-152.35,0.33,0.01,0.32,0.17,0.29,0.21,1014.5,2025-12-03T02:16:41.232230
85300,-57.96,0.41,0.04,0.37,0.21,0.27,0.11,987.2,2025-12-03T02:19:45.000369
85400,-40.28,0.39,0.05,0.34,0.22,0.25,0.14,991.6,2025-12-03T02:22:49.606825
85500,59.52,0.33,0.06,0.27,0.26,0.26,0.15,943.8,2025-12-03T02:25:46.592761
85600,-40.55,0.41,0.06,0.35,0.20,0.25,0.14,986.8,2025-12-03T02:30:38.133568
85700,-69.83,0.40,0.06,0.34,0.19,0.19,0.22,1002.2,2025-12-03T02:33:44.075516
85800,50.60,0.35,0.06,0.29,0.29,0.11,0.25,963.4,2025-12-03T02:36:43.812432
85900,87.75,0.30,0.08,0.22,0.28,0.21,0.21,963.2,2025-12-03T02:39:43.737671
86000,-92.60,0.39,0.05,0.34,0.17,0.21,0.23,998.1,2025-12-03T02:42:50.182818
86100,72.77,0.32,0.03,0.29,0.31,0.20,0.17,945.0,2025-12-03T02:48:16.427323
86200,10.10,0.27,0.02,0.25,0.28,0.27,0.18,965.9,2025-12-03T02:51:17.013832
86300,-49.25,0.35,0.03,0.32,0.23,0.16,0.26,986.8,2025-12-03T02:54:20.438439
86400,268.51,0.21,0.04,0.17,0.44,0.19,0.16,876.8,2025-12-03T02:57:05.773697
86500,97.92,0.26,0.06,0.20,0.29,0.29,0.16,922.5,2025-12-03T02:59:58.383896
86600,109.34,0.35,0.10,0.25,0.27,0.19,0.19,930.3,2025-12-03T03:05:23.932153
86700,-26.19,0.32,0.05,0.27,0.23,0.19,0.26,963.5,2025-12-03T03:08:23.861986
86800,-52.56,0.31,0.03,0.28,0.23,0.22,0.24,983.8,2025-12-03T03:11:27.742280
86900,-139.38,0.30,0.01,0.29,0.19,0.29,0.22,994.9,2025-12-03T03:14:32.874714
87000,-85.93,0.34,0.01,0.33,0.23,0.24,0.19,1002.9,2025-12-03T03:17:41.126201
87100,75.89,0.29,0.02,0.27,0.32,0.27,0.12,945.8,2025-12-03T03:23:07.913183
87200,19.19,0.36,0.02,0.34,0.28,0.24,0.12,955.6,2025-12-03T03:26:06.485895
87300,-101.22,0.44,0.01,0.43,0.22,0.19,0.15,1009.2,2025-12-03T03:29:14.406612
87400,-197.11,0.38,0.02,0.36,0.13,0.27,0.22,1029.8,2025-12-03T03:32:28.672167
87500,-2.17,0.41,0.04,0.37,0.25,0.21,0.13,968.0,2025-12-03T03:35:30.968407
87600,-7.29,0.37,0.07,0.30,0.22,0.24,0.17,976.7,2025-12-03T03:41:04.062977
87700,13.90,0.33,0.05,0.28,0.25,0.26,0.16,966.5,2025-12-03T03:44:06.676948
87800,8.36,0.29,0.04,0.25,0.28,0.23,0.20,980.0,2025-12-03T03:47:12.415827
87900,43.45,0.29,0.02,0.27,0.32,0.16,0.23,955.3,2025-12-03T03:50:15.240359
88000,-121.08,0.41,0.03,0.38,0.19,0.18,0.22,1001.9,2025-12-03T03:53:25.100868
88100,-123.78,0.34,0.01,0.33,0.18,0.31,0.17,1003.8,2025-12-03T03:59:01.460929
88200,-122.27,0.39,0.02,0.37,0.19,0.27,0.15,1015.9,2025-12-03T04:02:12.313570
88300,-185.67,0.45,0.03,0.42,0.14,0.19,0.22,1026.9,2025-12-03T04:05:24.419034
88400,157.31,0.33,0.04,0.29,0.37,0.11,0.19,920.1,2025-12-03T04:08:17.592802
88500,-36.62,0.34,0.03,0.31,0.24,0.24,0.18,984.5,2025-12-03T04:11:22.187913
88600,-62.94,0.34,0.03,0.31,0.22,0.21,0.23,989.2,2025-12-03T04:16:30.684485
88700,-18.23,0.32,0.03,0.29,0.26,0.18,0.24,973.7,2025-12-03T04:19:34.265693
88800,2.04,0.36,0.06,0.30,0.25,0.20,0.19,979.1,2025-12-03T04:22:39.626002
88900,37.95,0.25,0.03,0.22,0.30,0.18,0.27,942.2,2025-12-03T04:25:36.912019
89000,33.36,0.35,0.04,0.31,0.28,0.22,0.15,958.7,2025-12-03T04:28:36.760213
89100,27.87,0.29,0.04,0.25,0.28,0.29,0.14,974.8,2025-12-03T04:32:49.225800
89200,-15.67,0.31,0.03,0.28,0.26,0.22,0.21,974.6,2025-12-03T04:35:51.445281
89300,31.01,0.38,0.07,0.31,0.25,0.23,0.14,984.6,2025-12-03T04:38:55.222796
89400,21.82,0.48,0.08,0.40,0.24,0.10,0.18,958.7,2025-12-03T04:41:55.552064
89500,-7.29,0.39,0.05,0.34,0.24,0.19,0.18,977.9,2025-12-03T04:44:57.947536
89600,-81.06,0.35,0.02,0.33,0.22,0.23,0.20,989.5,2025-12-03T04:50:33.793644
89700,-40.02,0.24,0.04,0.20,0.24,0.30,0.22,1002.1,2025-12-03T04:53:41.072690
89800,-52.61,0.34,0.02,0.32,0.25,0.19,0.22,989.7,2025-12-03T04:56:46.543810
89900,-138.01,0.30,0.04,0.26,0.18,0.24,0.28,1009.7,2025-12-03T04:59:55.394587
90000,-26.73,0.29,0.02,0.27,0.26,0.26,0.19,979.8,2025-12-03T05:03:02.402615
90100,-111.81,0.16,0.02,0.14,0.33,0.32,0.19,888.8,2025-12-03T05:08:53.632553
90200,-236.75,0.18,0.03,0.15,0.21,0.45,0.16,914.8,2025-12-03T05:11:47.512090
90300,-149.89,0.25,0.03,0.22,0.28,0.26,0.21,886.5,2025-12-03T05:14:35.873609
90400,-130.86,0.25,0.05,0.20,0.27,0.31,0.17,890.1,2025-12-03T05:17:23.976077
90500,-161.74,0.30,0.01,0.29,0.28,0.29,0.13,895.6,2025-12-03T05:20:16.747913
90600,-208.46,0.26,0.02,0.24,0.25,0.30,0.19,895.7,2025-12-03T05:24:23.044604
90700,-213.10,0.22,0.01,0.21,0.26,0.29,0.23,916.9,2025-12-03T05:27:19.351920
90800,-173.03,0.27,0.03,0.24,0.26,0.20,0.27,889.2,2025-12-03T05:30:09.812457
90900,-302.21,0.28,0.05,0.23,0.15,0.41,0.16,940.6,2025-12-03T05:33:07.175310
91000,-299.95,0.31,0.02,0.29,0.19,0.29,0.21,918.7,2025-12-03T05:36:24.813833
